/out X,/out Y
0,6.184991938266924e-10
1.172996163676591e-11,7.335362714814672e-05
2e-11,0.0001299356551842042
2.113898953681566e-11,0.0001312868233423971
2.325666496905611e-11,0.000133083067814882
2.525160356464438e-11,0.0001342870264051967
2.77581887650739e-11,0.0001359563266992701
3.019915024560802e-11,0.0001375319061377481
3.387618155560235e-11,0.0001399072865197206
3.912008568719887e-11,0.0001432487769619863
4.705038219402627e-11,0.0001482262521148357
6.049245127441673e-11,0.0001564449312107014
8.294851036635906e-11,0.0001696178707807857
1.218758566593259e-10,0.0001909649603108802
1.895166483436885e-10,0.0002243086503046191
3.146846063496147e-10,0.0002765231689901236
5.011346030168913e-10,0.0003385177163218104
7.505673015084457e-10,0.0004027659984276681
1e-09,0.0004534251214592374
1.005e-09,0.0004533481907142536
1.01067753183613e-09,0.0004536657564587286
1.015804813098553e-09,0.0004542512385652882
1.02e-09,0.0004570667419410128
1.020779643427692e-09,0.0004581714515988898
1.02233423437948e-09,0.0004607372076246461
1.023678351084276e-09,0.0004632974095712375
1.025381314741773e-09,0.000466529135140842
1.026944362177686e-09,0.0004694531442553726
1.029241627962848e-09,0.0004736896091980973
1.032688777712475e-09,0.0004799116791477828
1.038157515759013e-09,0.0004894718219295749
1.048382541408841e-09,0.0005064112968624408
1.06720095120287e-09,0.0005348527874790645
1.104837770790927e-09,0.0005835469140175284
1.166860941044145e-09,0.0006473208314336427
1.271825631985576e-09,0.0007275458375814965
1.398483120105889e-09,0.0007976638557961177
1.569988609012722e-09,0.0008678865578726171
1.787375565360959e-09,0.0009339095429288534
2e-09,0.0009838353809284669
2.005e-09,0.0009837680205082207
2.010717409867855e-09,0.0009840784726298957
2.015916818172634e-09,0.0009846196909092701
2.02e-09,0.0009868429984148674
2.020772159904998e-09,0.0009876849862419431
2.022311789855539e-09,0.0009896910722091668
2.023635843151228e-09,0.0009917320874754188
2.025329624169259e-09,0.0009943472596231119
2.026879493030845e-09,0.0009967085464042786
2.02916427499821e-09,0.001000147111280759
2.032617145129665e-09,0.001005247152367477
2.038113799277225e-09,0.001013141105968004
2.048456336044913e-09,0.001027302089357126
2.067636186357009e-09,0.00105147880885357
2.1058167801481e-09,0.001093249973978111
2.171072346280711e-09,0.001150821073978703
2.285457018313622e-09,0.001226346335242494
2.424359172675711e-09,0.001292830109377482
2.617574415515412e-09,0.00136103805546478
2.808787207757706e-09,0.001412152464991047
3e-09,0.001453425289102863
3.005e-09,0.001453338321688546
3.010717409867855e-09,0.00145364499993593
3.015923784384788e-09,0.00145418739859467
3.02e-09,0.001456378409550407
3.020771290452158e-09,0.001457199571031246
3.022310047370775e-09,0.001459162687963747
3.023632787037143e-09,0.001461164470408002
3.025325602174816e-09,0.001463731239731275
3.026874282117216e-09,0.001466047430275382
3.029157689734954e-09,0.001469419773683877
3.032609069158809e-09,0.001474419963032296
3.038103549925885e-09,0.001482154044114243
3.048444944719071e-09,0.001496015990006256
3.067608338029807e-09,0.001519621720853426
3.105935124651278e-09,0.001560477039523081
3.170246193008712e-09,0.001615645977734678
3.280076098714375e-09,0.00168642176404444
3.413492818733017e-09,0.001749217082849914
3.603386414013163e-09,0.001815327663867091
3.801693207006582e-09,0.001867284216842118
4e-09,0.001908814512149589
4.005e-09,0.001908716256303455
4.010717409867856e-09,0.001909020028756344
4.015928490748256e-09,0.001909558135169518
4.020000000000001e-09,0.001911696509979408
4.020770658961113e-09,0.001912488363083899
4.022308818663476e-09,0.001914389946835553
4.02363066289881e-09,0.001916335770426478
4.025322887747357e-09,0.001918833031911431
4.026870746727527e-09,0.001921085572372289
4.029153385359889e-09,0.001924365623356624
4.032604008640663e-09,0.001929228833262512
4.038097446290355e-09,0.001936749746761872
4.048438891042303e-09,0.001950227869837188
4.067595373962027e-09,0.001973160701999714
4.105908339801477e-09,0.002012827355096811
4.169734641524857e-09,0.002066014545142866
4.277392345088432e-09,0.002133600466760146
4.408120609011517e-09,0.002193826314611829
4.593308998593701e-09,0.002257201830295002
4.832891866537721e-09,0.002317830026420223
5e-09,0.00235120864207381
5.005e-09,0.002351101884427794
5.010717409867856e-09,0.002351403302986127
5.015932048673196e-09,0.002351938781249929
5.02e-09,0.002354042897928212
5.020770182406272e-09,0.002354815199062843
5.02230789049515e-09,0.002356675749466005
5.023629057720987e-09,0.002358584230379645
5.025320846491368e-09,0.002361035154376025
5.026868090908523e-09,0.002363245161745838
5.029150160138099e-09,0.002366463464831685
5.03260025514593e-09,0.002371234852036028
5.038092999887508e-09,0.002378612365503264
5.048434846550626e-09,0.002391831066684057
5.067585971033917e-09,0.002414303581121457
5.105888220000498e-09,0.002453146801334911
5.169309916921691e-09,0.002504907446801884
5.275253371653725e-09,0.00257017806643734
5.403880082559342e-09,0.002628532248908829
5.585484588817554e-09,0.002689923284359646
5.82019443005441e-09,0.002748783803975371
6.000000000000001e-09,0.00278421632213811
6.005000000000001e-09,0.002784103469828569
6.010717409867855e-09,0.00278440342504861
6.015934794097748e-09,0.002784936624418931
6.020000000000001e-09,0.002787013685206078
6.020769816842076e-09,0.002787770632940917
6.022307176635334e-09,0.002789598891320065
6.023627821694004e-09,0.002791477970843908
6.025319282485055e-09,0.002793892414726573
6.026866059039717e-09,0.002796068974637071
6.0291477035869e-09,0.002799238750660711
6.03259744084311e-09,0.002803938085415752
6.038089761280167e-09,0.002811203312089888
6.048432198242832e-09,0.002824219464418019
6.067580135395238e-09,0.002846334840407797
6.10587600970005e-09,0.002884542850779842
6.169010383537203e-09,0.002935232728628134
6.273766756313071e-09,0.002998818641234302
6.40093229887754e-09,0.003055798244153645
6.580055448763489e-09,0.00311573727078981
6.811384784792978e-09,0.00317329679123919
7e-09,0.003210062342990536
7.005000000000001e-09,0.003209944952400295
7.010717409867857e-09,0.003210243796172817
7.01593690870763e-09,0.003210775279840662
7.020000000000001e-09,0.003212832283585268
7.020769537828236e-09,0.003213577791411799
7.022306629663387e-09,0.003215381970073542
7.023626872891624e-09,0.003217239118121989
7.025318084458275e-09,0.003219626361921515
7.026864504804228e-09,0.003221777979600825
7.029145825895259e-09,0.003224911561110358
7.032595308675842e-09,0.003229557165963084
7.038087352235643e-09,0.003236738655461646
7.048430389472395e-09,0.003249603750966457
7.067576191037457e-09,0.003271452608485912
7.105867794167582e-09,0.003309186066474776
7.168784309806592e-09,0.003359076644436467
7.272660937744673e-09,0.003421416976985123
7.398744431042977e-09,0.003477375701120904
7.57604439944947e-09,0.003536238544397922
7.804895363239692e-09,0.003592831176013316
8e-09,0.003630542318720822
8.005000000000001e-09,0.003630421528320741
8.010717409867857e-09,0.003630719525188975
8.015938541292081e-09,0.003631249676394822
8.02e-09,0.003633291461366448
8.02076932435032e-09,0.00363402827069858
8.022306209557914e-09,0.00363581412632378
8.023626142837377e-09,0.003637654584514185
8.025317163729018e-09,0.003640021135708016
8.026863311999361e-09,0.003642153783392868
8.029144384804705e-09,0.003645259835880464
8.032593684448451e-09,0.003649864597060604
8.038085547388333e-09,0.003656982466580378
8.048429138622758e-09,0.003669732878620916
8.067573570343177e-09,0.003691379665228044
8.105862433784016e-09,0.003728753641656686
8.168616478226557e-09,0.003778042991579474
8.27184632059316e-09,0.003839456604836371
8.397133773670406e-09,0.003894652713683272
8.573097764609531e-09,0.003952712789366384
8.800133325974327e-09,0.004008582311033871
9e-09,0.004046961587088243
9.005e-09,0.004046838226803632
9.010717409867856e-09,0.004047135573083068
9.015939806310721e-09,0.004047664678747123
9.019999999999999e-09,0.004049694773751403
9.020769160571018e-09,0.00405042489600784
9.022305885896229e-09,0.004052196656980074
9.023625579261791e-09,0.004054024278260887
9.025316453231861e-09,0.004056374918953753
9.026862392952355e-09,0.004058492987251521
9.02914327344269e-09,0.004061577882807084
9.032592439783109e-09,0.004066151277496081
9.038084185616304e-09,0.004073220329850464
9.048428265286444e-09,0.004085882840090316
9.067571869588599e-09,0.00410737510745622
9.105859078192907e-09,0.004144474701857638
9.168493048662195e-09,0.004193309649145016
9.27124861640817e-09,0.004254030302584382
9.395951564868466e-09,0.004308654180104714
9.57093602069043e-09,0.004366112491090026
9.796639708554767e-09,0.004421438710373854
1e-08,0.004460290342274469
1.0005e-08,0.00446016502373982
1.001071740986785e-08,0.004460461865351979
1.001594079008166e-08,0.004460990138158466
1.002e-08,0.004463011125873089
1.002076903457593e-08,0.004463736041374836
1.002230563576075e-08,0.004465496821927728
1.002362514276959e-08,0.004467314445872167
1.002531590288341e-08,0.004469652699436027
1.002686168226681e-08,0.004471759424698446
1.002914241273719e-08,0.00447482786160167
1.003259148153488e-08,0.004479376878893603
1.003808315346881e-08,0.004486408037109586
1.004842765433959e-08,0.004499002422525955
1.006757082392395e-08,0.004520375366000151
1.010585716309266e-08,0.004557263719530708
1.016840364591204e-08,0.004605753662714825
1.027081422273822e-08,0.004665954344097055
1.039509099032126e-08,0.004720147432670276
1.056936037469083e-08,0.00477715302721605
1.079408997253863e-08,0.004832069591375825
1.1e-08,0.004871252194712887
1.1005e-08,0.004871125371689878
1.101071740986785e-08,0.004871421817422164
1.101594155868355e-08,0.004871949415815774
1.102e-08,0.004873963202523384
1.102076893732138e-08,0.004874684008652769
1.10223054416915e-08,0.004876436118750892
1.102362480329553e-08,0.004878245852712297
1.102531547463918e-08,0.00488057433338117
1.102686113033233e-08,0.004882672117699317
1.102914174289715e-08,0.004885727583969064
1.103259074020942e-08,0.004890257413309444
1.10380823682687e-08,0.004897258791543492
1.104842722926197e-08,0.004909799751947918
